"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"06A","Kizhuyak, AK","A43","Kodiak Island, AK",
"06A","Kizhuyak, AK","A43","Kodiak Island, AK",
"1G4","Peach Springs, AZ","BLD","Boulder City, NV",
"1G4","Peach Springs, AZ","BLD","Boulder City, NV",
"7AK","Akun, AK","CDB","Cold Bay, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"7AK","Akun, AK","KQA","Akutan, AK",
"7AK","Akun, AK","KQA","Akutan, AK",
"7AK","Akun, AK","DUT","Unalaska, AK",
"A1K","Deadhorse1, AK","SCC","Deadhorse, AK",
"A27","Pogo Mines, AK","FAI","Fairbanks, AK",
"A43","Kodiak Island, AK","06A","Kizhuyak, AK",
"A43","Kodiak Island, AK","DGB","Danger Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KZB","Zachar Bay, AK",
"A43","Kodiak Island, AK","06A","Kizhuyak, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","DGB","Danger Bay, AK",
"A43","Kodiak Island, AK","EHR","Eagle Harbor, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","ALZ","Lazy Bay, AK",
"A43","Kodiak Island, AK","AOS","Amook Bay, AK",
"A43","Kodiak Island, AK","KKB","Kitoi Bay, AK",
"A43","Kodiak Island, AK","KOY","Olga Bay, AK",
"A43","Kodiak Island, AK","KPY","Port Bailey, AK",
"A43","Kodiak Island, AK","KWP","West Point, AK",
"A43","Kodiak Island, AK","KZB","Zachar Bay, AK",
"A43","Kodiak Island, AK","SYB","Seal Bay, AK",
"A43","Kodiak Island, AK","UGI","Uganik, AK",
"ABE","Allentown/Bethlehem/Easton, PA","GPT","Gulfport/Biloxi, MS",
"ABE","Allentown/Bethlehem/Easton, PA","AFW","Dallas/Fort Worth, TX",
"ABE","Allentown/Bethlehem/Easton, PA","LAL","Lakeland, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SMF","Sacramento, CA",
"ABE","Allentown/Bethlehem/Easton, PA","BWI","Baltimore, MD",
"ABE","Allentown/Bethlehem/Easton, PA","RFD","Rockford, IL",
"ABE","Allentown/Bethlehem/Easton, PA","AFW","Dallas/Fort Worth, TX",
"ABE","Allentown/Bethlehem/Easton, PA","LAL","Lakeland, FL",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABE","Allentown/Bethlehem/Easton, PA","SFB","Sanford, FL",
"ABE","Allentown/Bethlehem/Easton, PA","BNA","Nashville, TN",
"ABE","Allentown/Bethlehem/Easton, PA","SFB","Sanford, FL",
"ABE","Allentown/Bethlehem/Easton, PA","PIE","St. Petersburg, FL",
"ABE","Allentown/Bethlehem/Easton, PA","FLL","Fort Lauderdale, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SRQ","Sarasota/Bradenton, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SAV","Savannah, GA",
"ABE","Allentown/Bethlehem/Easton, PA","PGD","Punta Gorda, FL",
"ABE","Allentown/Bethlehem/Easton, PA","SAT","San Antonio, TX",
"ABE","Allentown/Bethlehem/Easton, PA","DTW","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","ATL","Atlanta, GA",
"ABE","Allentown/Bethlehem/Easton, PA","DTW","Detroit, MI",
"ABE","Allentown/Bethlehem/Easton, PA","ILN","Wilmington, OH",
"ABE","Allentown/Bethlehem/Easton, PA","ORD","Chicago, IL",
"ABE","Allentown/Bethlehem/Easton, PA","CLT","Charlotte, NC",
"ABE","Allentown/Bethlehem/Easton, PA","CLT","Charlotte, NC",
"ABE","Allentown/Bethlehem/Easton, PA","IND","Indianapolis, IN",
"ABE","Allentown/Bethlehem/Easton, PA","MEM","Memphis, TN",
"ABE","Allentown/Bethlehem/Easton, PA","IND","Indianapolis, IN",
"ABE","Allentown/Bethlehem/Easton, PA","ONT","Ontario, CA",
"ABE","Allentown/Bethlehem/Easton, PA","SMF","Sacramento, CA",
"ABE","Allentown/Bethlehem/Easton, PA","ILN","Wilmington, OH",
"ABE","Allentown/Bethlehem/Easton, PA","AFW","Dallas/Fort Worth, TX",
"ABE","Allentown/Bethlehem/Easton, PA","LAL","Lakeland, FL",
"ABE","Allentown/Bethlehem/Easton, PA","IAD","Washington, DC",
"ABI","Abilene, TX","SJT","San Angelo, TX",
"ABI","Abilene, TX","IAH","Houston, TX",
"ABI","Abilene, TX","MAF","Midland/Odessa, TX",
"ABI","Abilene, TX","AUS","Austin, TX",
"ABI","Abilene, TX","MSP","Minneapolis, MN",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","SJT","San Angelo, TX",
"ABI","Abilene, TX","DFW","Dallas/Fort Worth, TX",
"ABI","Abilene, TX","LBB","Lubbock, TX",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","IAN","Kiana, AK",
"ABL","Ambler, AK","WLK","Selawik, AK",
"ABL","Ambler, AK","OBU","Kobuk, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","SHG","Shungnak, AK",
"ABL","Ambler, AK","WTK","Noatak, AK",
"ABL","Ambler, AK","IAN","Kiana, AK",
"ABL","Ambler, AK","WLK","Selawik, AK",
"ABL","Ambler, AK","OTZ","Kotzebue, AK",
"ABL","Ambler, AK","RDB","Red Dog, AK",
"ABL","Ambler, AK","DRG","Deering, AK",
"ABL","Ambler, AK","ORV","Noorvik, AK",
"ABL","Ambler, AK","RLU","Bornite/Ruby Creek, AK",
"ABQ","Albuquerque, NM","JFK","New York, NY",
"ABQ","Albuquerque, NM","CNM","Carlsbad, NM",
"ABQ","Albuquerque, NM","ORD","Chicago, IL",
"ABQ","Albuquerque, NM","SVC","Silver City/Hurley, NM",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","SEA","Seattle, WA",
"ABQ","Albuquerque, NM","PDX","Portland, OR",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","AUS","Austin, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","OAK","Oakland, CA",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","STL","St. Louis, MO",
"ABQ","Albuquerque, NM","SAT","San Antonio, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","LAS","Las Vegas, NV",
"ABQ","Albuquerque, NM","OAK","Oakland, CA",
"ABQ","Albuquerque, NM","SAN","San Diego, CA",
"ABQ","Albuquerque, NM","BWI","Baltimore, MD",
"ABQ","Albuquerque, NM","DAL","Dallas, TX",
"ABQ","Albuquerque, NM","HOU","Houston, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","MDW","Chicago, IL",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","ATL","Atlanta, GA",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","FMN","Farmington, NM",
"ABQ","Albuquerque, NM","GUP","Gallup, NM",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SLC","Salt Lake City, UT",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","SDF","Louisville, KY",
"ABQ","Albuquerque, NM","HSV","Huntsville, AL",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","SLC","Salt Lake City, UT",
"ABQ","Albuquerque, NM","BFF","Scottsbluff, NE",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","COS","Colorado Springs, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","SDF","Louisville, KY",
"ABQ","Albuquerque, NM","ELP","El Paso, TX",
"ABQ","Albuquerque, NM","ONT","Ontario, CA",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","IAH","Houston, TX",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","SFO","San Francisco, CA",
"ABQ","Albuquerque, NM","ORD","Chicago, IL",
"ABQ","Albuquerque, NM","ABI","Abilene, TX",
"ABQ","Albuquerque, NM","DFW","Dallas/Fort Worth, TX",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","FMN","Farmington, NM",
"ABQ","Albuquerque, NM","GUP","Gallup, NM",
"ABQ","Albuquerque, NM","DRO","Durango, CO",
"ABQ","Albuquerque, NM","DEN","Denver, CO",
"ABQ","Albuquerque, NM","MEM","Memphis, TN",
"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",
"ABQ","Albuquerque, NM","PHX","Phoenix, AZ",
"ABQ","Albuquerque, NM","LBB","Lubbock, TX",
"ABQ","Albuquerque, NM","MEM","Memphis, TN",
"ABR","Aberdeen, SD","MSP","Minneapolis, MN",
"ABR","Aberdeen, SD","FSD","Sioux Falls, SD",
"ABY","Albany, GA","ATL","Atlanta, GA",
"ABY","Albany, GA","CAE","Columbia, SC",
"ABY","Albany, GA","SDF","Louisville, KY",
"ABY","Albany, GA","MCO","Orlando, FL",
"ABY","Albany, GA","PBI","West Palm Beach/Palm Beach, FL",
"ABY","Albany, GA","MSY","New Orleans, LA",
"ABY","Albany, GA","SDF","Louisville, KY",
"ABY","Albany, GA","PNS","Pensacola, FL",
"ACK","Nantucket, MA","HVN","New Haven, CT",
"ACK","Nantucket, MA","BED","Bedford, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","TEB","Teterboro, NJ",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACK","Nantucket, MA","MVY","Martha's Vineyard, MA",
"ACK","Nantucket, MA","EWB","New Bedford/Fall River, MA",
"ACK","Nantucket, MA","HPN","White Plains, NY",
"ACK","Nantucket, MA","BOS","Boston, MA",
"ACK","Nantucket, MA","JFK","New York, NY",
"ACK","Nantucket, MA","HYA","Hyannis, MA",
"ACK","Nantucket, MA","PVD","Providence, RI",
"ACT","Waco, TX","DAL","Dallas, TX",
"ACT","Waco, TX","MKC","Kansas City, MO",
"ACT","Waco, TX","COU","Columbia, MO",
"ACT","Waco, TX","AZA","Phoenix, AZ",
"ACT","Waco, TX","LBB","Lubbock, TX",
"ACT","Waco, TX","SHV","Shreveport, LA",
"ACT","Waco, TX","IAH","Houston, TX",
"ACT","Waco, TX","FOE","Topeka, KS",
"ACT","Waco, TX","CKB","Clarksburg/Fairmont, WV",
"ACT","Waco, TX","MKC","Kansas City, MO",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACT","Waco, TX","DFW","Dallas/Fort Worth, TX",
"ACV","Arcata/Eureka, CA","LAX","Los Angeles, CA",
"ACV","Arcata/Eureka, CA","SFO","San Francisco, CA",
"ACV","Arcata/Eureka, CA","SFO","San Francisco, CA",
"ACV","Arcata/Eureka, CA","SFO","San Francisco, CA",
"ACV","Arcata/Eureka, CA","SMF","Sacramento, CA",
"ACV","Arcata/Eureka, CA","UKI","Ukiah, CA",
"ACY","Atlantic City, NJ","BUF","Buffalo, NY",
"ACY","Atlantic City, NJ","LBE","Latrobe, PA",
"ACY","Atlantic City, NJ","FAY","Fayetteville, NC",
"ACY","Atlantic City, NJ","ROA","Roanoke, VA",
"ACY","Atlantic City, NJ","PIT","Pittsburgh, PA",
"ACY","Atlantic City, NJ","BDL","Hartford, CT",
"ACY","Atlantic City, NJ","ROC","Rochester, NY",
"ACY","Atlantic City, NJ","GPT","Gulfport/Biloxi, MS",
"ACY","Atlantic City, NJ","IND","Indianapolis, IN",
"ACY","Atlantic City, NJ","FRG","East Farmingdale, NY",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","PBI","West Palm Beach/Palm Beach, FL",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","TPA","Tampa, FL",
"ACY","Atlantic City, NJ","BWI","Baltimore, MD",
"ACY","Atlantic City, NJ","MYR","Myrtle Beach, SC",
"ACY","Atlantic City, NJ","FLL","Fort Lauderdale, FL",
"ACY","Atlantic City, NJ","RSW","Fort Myers, FL",
"ACY","Atlantic City, NJ","MCO","Orlando, FL",
"ACY","Atlantic City, NJ","PBI","West Palm Beach/Palm Beach, FL",
"ADK","Adak Island, AK","CDB","Cold Bay, AK",
"ADK","Adak Island, AK","CDB","Cold Bay, AK",
"ADQ","Kodiak, AK","HOM","Homer, AK",
"ADQ","Kodiak, AK","ADQ","Kodiak, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","NNK","Naknek, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","CDB","Cold Bay, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADQ","Kodiak, AK","ILI","Iliamna, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","AKK","Akhiok, AK",
"ADQ","Kodiak, AK","KLN","Larsen Bay, AK",
"ADQ","Kodiak, AK","KOZ","Ouzinkie, AK",
"ADQ","Kodiak, AK","KYK","Karluk, AK",
"ADQ","Kodiak, AK","OLH","Old Harbor, AK",
"ADQ","Kodiak, AK","ORI","Port Lions, AK",
"ADQ","Kodiak, AK","CDB","Cold Bay, AK",
"ADQ","Kodiak, AK","DUT","Unalaska, AK",
"ADQ","Kodiak, AK","CDB","Cold Bay, AK",
"ADQ","Kodiak, AK","ANC","Anchorage, AK",
"ADS","Dallas, TX","EGE","Eagle, CO",
"ADS","Dallas, TX","ICT","Wichita, KS",
"ADS","Dallas, TX","XNA","Fayetteville, AR",
"ADS","Dallas, TX","HOB","Hobbs, NM",
"ADS","Dallas, TX","PGO","Pagosa Springs, CO",
"ADS","Dallas, TX","BTR","Baton Rouge, LA",
"ADS","Dallas, TX","CLL","College Station/Bryan, TX",
"ADS","Dallas, TX","LRD","Laredo, TX",
"ADS","Dallas, TX","CHS","Charleston, SC",
"ADS","Dallas, TX","BHM","Birmingham, AL",
"ADS","Dallas, TX","CPS","St. Louis, MO",
"ADS","Dallas, TX","BWG","Bowling Green, KY",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","RLU","Bornite/Ruby Creek, AK",
"AET","Allakaket, AK","AKP","Anaktuvuk Pass, AK",
"AET","Allakaket, AK","HUS","Hughes, AK",
"AET","Allakaket, AK","BTT","Bettles, AK",
"AET","Allakaket, AK","HSL","Huslia, AK",
"AET","Allakaket, AK","HUS","Hughes, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AET","Allakaket, AK","FAI","Fairbanks, AK",
"AEX","Alexandria, LA","SAT","San Antonio, TX",
"AEX","Alexandria, LA","SAT","San Antonio, TX",
"AEX","Alexandria, LA","ELP","El Paso, TX",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","MDT","Harrisburg, PA",
"AEX","Alexandria, LA","AZA","Phoenix, AZ",
"AEX","Alexandria, LA","DAL","Dallas, TX",
"AEX","Alexandria, LA","AEX","Alexandria, LA",
"AEX","Alexandria, LA","EWR","Newark, NJ",
"AEX","Alexandria, LA","BRO","Brownsville, TX",
"AEX","Alexandria, LA","OMA","Omaha, NE",
"AEX","Alexandria, LA","MDT","Harrisburg, PA",
"AEX","Alexandria, LA","AZA","Phoenix, AZ",
"AEX","Alexandria, LA","MSP","Minneapolis, MN",
"AEX","Alexandria, LA","IND","Indianapolis, IN",
"AEX","Alexandria, LA","GTR","Columbus, MS",
"AEX","Alexandria, LA","PIT","Pittsburgh, PA",
"AEX","Alexandria, LA","ATL","Atlanta, GA",
"AEX","Alexandria, LA","BED","Bedford, MA",
"AEX","Alexandria, LA","SWO","Stillwater, OK",
"AEX","Alexandria, LA","AHN","Athens, GA",
"AEX","Alexandria, LA","GYY","Gary, IN",
"AEX","Alexandria, LA","HRL","Harlingen/San Benito, TX",
"AEX","Alexandria, LA","MFE","Mission/McAllen/Edinburg, TX",
"AEX","Alexandria, LA","DQK","Fort Drum, NY",
"AEX","Alexandria, LA","ATL","Atlanta, GA",
"AEX","Alexandria, LA","IAH","Houston, TX",
"AEX","Alexandria, LA","DFW","Dallas/Fort Worth, TX",
"AEX","Alexandria, LA","DFW","Dallas/Fort Worth, TX",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","LRD","Laredo, TX",
"AFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","HRL","Harlingen/San Benito, TX",
"AFW","Dallas/Fort Worth, TX","CHD","Chandler, AZ",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","HNL","Honolulu, HI",
"AFW","Dallas/Fort Worth, TX","IAD","Washington, DC",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","SDF","Louisville, KY",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","YIP","Detroit, MI",
"AFW","Dallas/Fort Worth, TX","ILN","Wilmington, OH",
"AFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","CVG","Cincinnati, OH",
"AFW","Dallas/Fort Worth, TX","ILN","Wilmington, OH",
"AFW","Dallas/Fort Worth, TX","ABE","Allentown/Bethlehem/Easton, PA",
"AFW","Dallas/Fort Worth, TX","SEA","Seattle, WA",
"AFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","RIC","Richmond, VA",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"AFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"AFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"AFW","Dallas/Fort Worth, TX","AFW","Dallas/Fort Worth, TX",
"AFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"AFW","Dallas/Fort Worth, TX","ONT","Ontario, CA",
"AFW","Dallas/Fort Worth, TX","MIA","Miami, FL",
"AFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"AFW","Dallas/Fort Worth, TX","PAE","Everett, WA",
"AFW","Dallas/Fort Worth, TX","ONT","Ontario, CA",
"AFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"AFW","Dallas/Fort Worth, TX","PDX","Portland, OR",
"AFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"AFW","Dallas/Fort Worth, TX","ATL","Atlanta, GA",
"AFW","Dallas/Fort Worth, TX","JFK","New York, NY",
"AFW","Dallas/Fort Worth, TX","RIC","Richmond, VA",
"AFW","Dallas/Fort Worth, TX","LAL","Lakeland, FL",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","MAF","Midland/Odessa, TX",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"AFW","Dallas/Fort Worth, TX","LBB","Lubbock, TX",
"AFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"AFW","Dallas/Fort Worth, TX","AUS","Austin, TX",
"AFW","Dallas/Fort Worth, TX","ICT","Wichita, KS",
"AFW","Dallas/Fort Worth, TX","GSO","Greensboro/High Point, NC",
"AFW","Dallas/Fort Worth, TX","DEN","Denver, CO",
"AFW","Dallas/Fort Worth, TX","SLC","Salt Lake City, UT",
"AFW","Dallas/Fort Worth, TX","SAN","San Diego, CA",
"AFW","Dallas/Fort Worth, TX","MSP","Minneapolis, MN",
"AFW","Dallas/Fort Worth, TX","MSY","New Orleans, LA",
"AFW","Dallas/Fort Worth, TX","TUL","Tulsa, OK",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","PHX","Phoenix, AZ",
"AFW","Dallas/Fort Worth, TX","MCI","Kansas City, MO",
"AFW","Dallas/Fort Worth, TX","HRL","Harlingen/San Benito, TX",
"AFW","Dallas/Fort Worth, TX","SHV","Shreveport, LA",
"AFW","Dallas/Fort Worth, TX","ORD","Chicago, IL",
"AFW","Dallas/Fort Worth, TX","IAH","Houston, TX",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"AFW","Dallas/Fort Worth, TX","ELP","El Paso, TX",
"AFW","Dallas/Fort Worth, TX","LRD","Laredo, TX",
"AFW","Dallas/Fort Worth, TX","TPA","Tampa, FL",
"AFW","Dallas/Fort Worth, TX","DEN","Denver, CO",
"AFW","Dallas/Fort Worth, TX","OAK","Oakland, CA",
"AFW","Dallas/Fort Worth, TX","MEM","Memphis, TN",
"AFW","Dallas/Fort Worth, TX","IND","Indianapolis, IN",
"AFW","Dallas/Fort Worth, TX","SJC","San Jose, CA",
"AFW","Dallas/Fort Worth, TX","BUR","Burbank, CA",
"AFW","Dallas/Fort Worth, TX","SAT","San Antonio, TX",
"AFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",
"AFW","Dallas/Fort Worth, TX","ANC","Anchorage, AK",
"AFW","Dallas/Fort Worth, TX","ABE","Allentown/Bethlehem/Easton, PA",
"AGC","Pittsburgh, PA","STL","St. Louis, MO",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGN","Angoon, AK","TKE","Tenakee, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","GST","Gustavus, AK",
"AGN","Angoon, AK","TKE","Tenakee, AK",
"AGN","Angoon, AK","JNU","Juneau, AK",
"AGN","Angoon, AK","GST","Gustavus, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGN","Angoon, AK","SIT","Sitka, AK",
"AGS","Augusta, GA","MCN","Macon, GA",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","DCA","Washington, DC",
"AGS","Augusta, GA","HPN","White Plains, NY",
"AGS","Augusta, GA","YIP","Detroit, MI",
"AGS","Augusta, GA","ATL","Atlanta, GA",
"AGS","Augusta, GA","ATL","Atlanta, GA",
"AGS","Augusta, GA","GSO","Greensboro/High Point, NC",
"AGS","Augusta, GA","GPT","Gulfport/Biloxi, MS",
"AGS","Augusta, GA","DFW","Dallas/Fort Worth, TX",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AGS","Augusta, GA","CLT","Charlotte, NC",
"AHN","Athens, GA","CMI","Champaign/Urbana, IL",
"AHN","Athens, GA","TCL","Tuscaloosa, AL",
"AIA","Alliance, NE","DEN","Denver, CO",
"AIN","Wainwright, AK","BRW","Barrow, AK",
"AIN","Wainwright, AK","ATK","Atqasuk, AK",
"AIN","Wainwright, AK","ANC","Anchorage, AK",
"AIN","Wainwright, AK","GAL","Galena, AK",
